month,day,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal    ,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
9,18,72.53,72.5,72.5,61.78,75.84,74.74,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.52,72.5,72.5,61.8,75.74,74.73,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.51,72.5,72.5,61.83,75.61,74.74,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.52,72.5,72.5,61.8,75.46,74.74,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.79,75.73,74.74,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.83,76.02,74.75,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.52,72.5,72.5,61.87,75.98,74.76,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.88,76.1,74.77,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.91,75.97,74.78,1,0.1,0.08,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.93,75.89,74.78,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.94,75.83,74.8,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.92,75.65,74.81,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.93,75.49,74.8,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.53,72.5,72.5,61.89,75.65,74.81,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.9,75.8,74.81,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.91,75.78,74.82,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.92,75.79,74.83,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.96,75.72,74.84,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.96,75.69,74.83,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.55,72.5,72.5,61.96,75.73,74.84,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.97,75.63,74.85,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.54,72.5,72.5,61.98,75.46,74.85,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.55,72.5,72.5,62.01,75.4,74.85,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.55,72.5,72.5,61.97,75.36,74.86,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.55,72.5,72.5,62.01,75.61,74.88,1,0.1,0.09,0.91,0.04,0,0,0,1
9,18,72.56,72.5,72.5,62.03,75.55,74.88,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.56,72.5,72.5,62.04,75.64,74.89,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.56,72.5,72.5,62.04,75.64,74.89,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.56,72.5,72.5,62.03,75.87,74.9,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.56,72.5,72.5,62.04,76.22,74.91,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.57,72.5,72.5,62,76.03,74.91,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.56,72.5,72.5,62,76.17,74.91,1,0.1,0.09,0.91,0.05,0,0,0,1
9,18,72.57,72.5,72.5,61.95,75.72,74.9,1,0.1,0.09,0.56,0.41,0,0,1,1
9,18,72.56,65.16,72.5,61.94,74.38,74.9,1,0.1,0.7,0.34,0.63,0,0,1,1
9,18,72.56,64.99,72.5,61.92,73.77,74.89,1,0.1,0.72,0.3,0.66,0,0,1,1
9,18,72.58,64.15,72.5,61.92,73.36,74.89,1,0.1,0.79,0.25,0.7,0,0,1,1
9,18,72.57,64.08,72.5,61.89,73,74.89,1,0.1,0.8,0.21,0.73,0,0,1,1
9,18,72.57,63.8,72.5,61.89,72.54,74.88,1,0.1,0.83,0.15,0.78,0,0,1,1
9,18,72.58,63.16,72.5,61.89,72.13,74.87,1,0.1,0.89,0.11,0.81,0,0,1,1
9,18,72.57,62.91,72.5,61.83,71.67,74.88,1,0.1,0.92,0.07,0.84,0,0,1,1
9,18,72.56,62.53,72.5,61.86,71.18,74.87,1,0.1,0.96,0.02,0.88,0,0,1,1
9,18,72.55,62.15,72.5,61.82,70.12,74.87,1,0.1,1,0,0.9,0,0,1,1
9,18,72.56,61.79,72.5,61.89,69.14,74.86,1,0.1,1,0,0.9,0,0,1,1
9,18,72.54,61.43,72.5,61.92,68.61,74.85,1,0.1,1,0,0.9,0,0,1,1
9,18,72.52,60.97,72.5,61.96,68.21,74.83,1,0.1,1,0,0.9,0,0,1,1
9,18,72.5,60.54,72.5,61.96,67.98,74.82,1,0.1,1,0,0.9,0,0,1,1
9,18,72.48,60.1,72.5,61.96,67.81,74.81,1,0.1,1,0,0.9,0,0,1,1
9,18,72.45,59.8,72.5,61.92,67.69,74.81,1,0.1,1,0,0.9,0,0,1,1
9,18,72.41,59.34,72.5,61.9,67.56,74.8,1,0.1,1,0,0.9,0,0,1,1
9,18,72.37,58.86,72.5,61.88,67.46,74.79,1,0.1,1,0,0.9,0,0,1,1
9,18,72.33,58.51,72.5,62,67.37,74.77,1,0.1,1,0,0.9,0,0,1,1
9,18,72.29,58.08,72.5,61.91,67.32,74.76,1,0.1,1,0,0.9,0,0,1,1
9,18,72.25,57.77,72.5,61.85,67.26,74.76,1,0.1,1,0,0.9,0,0,1,1
9,18,72.2,57.17,72.5,61.88,67.24,74.76,1,0.1,1,0,0.9,0,0,1,1
9,18,72.15,57.03,72.5,61.91,67.2,74.75,1,0.1,1,0,0.9,0,0,1,1
9,18,72.09,56.57,72.5,61.9,67.15,74.74,1,0.1,1,0,0.9,0,0,1,1
9,18,72.03,56.12,72.5,61.85,67.07,74.73,1,0.1,1,0,0.9,0,0,1,1
9,18,71.99,55.56,72.5,61.85,67.02,74.72,1,0.1,1,0,0.9,0,0,1,1
9,18,71.92,55.11,72.5,61.81,66.95,74.71,1,0.1,1,0,0.9,0,0,1,1
9,18,71.88,54.43,72.5,61.82,66.96,74.7,1,0.1,1,0,0.9,0,0,1,1
9,18,71.8,54.18,72.5,61.76,66.9,74.7,1,0.1,1,0,0.9,0,0,1,1
9,18,71.75,54.08,72.5,61.77,66.88,74.69,1,0.1,1,0,0.9,0,0,1,1
9,18,71.69,53.14,72.5,61.66,66.82,74.71,1,0.1,1,0,0.9,0,0,1,1
9,18,71.62,53.04,72.5,61.6,66.74,74.71,1,0.11,1,0,0.9,0,0,1,1
9,18,71.55,53.04,72.5,61.57,66.67,74.73,1,0.12,1,0,0.9,0,0,1,1
9,18,71.43,53.04,72.5,61.55,66.6,74.72,1,0.13,1,0,0.9,0,0,1,1
9,18,71.36,53.04,72.5,61.51,66.52,74.71,1,0.14,1,0,0.9,0,0,1,1
9,18,71.24,53.04,72.5,61.51,66.48,74.72,1,0.14,1,0,0.9,0,0,1,1
9,18,71.11,53.04,72.5,61.5,66.42,74.73,1,0.15,1,0,0.9,0,0,1,1
9,18,70.98,53.04,72.5,61.54,66.36,74.73,1,0.16,1,0,0.9,0,0,1,1
9,18,70.84,53.04,72.5,61.46,66.23,74.72,1,0.17,1,0,0.9,0,0,1,1
9,18,70.7,53.04,72.5,61.39,66.14,74.72,1,0.18,1,0,0.9,0,0,1,1
9,18,70.54,53.04,72.5,61.38,66.01,74.72,1,0.18,1,0,0.9,0,0,1,1
9,18,70.39,53.04,72.5,61.28,65.94,74.71,1,0.19,1,0,0.9,0,0,1,1
9,18,70.21,53.04,72.5,61.27,65.84,74.7,1,0.2,1,0,0.9,0,0,1,1
9,18,70.04,53.04,72.5,61.38,65.79,74.68,1,0.21,1,0,0.9,0,0,1,1
9,18,69.88,53.04,72.5,61.41,65.76,74.66,1,0.21,1,0,0.9,0,0,1,1
9,18,69.7,53.04,72.5,61.3,65.68,74.64,1,0.22,1,0,0.9,0,0,1,1
9,18,69.54,53.04,72.5,61.36,65.59,74.61,1,0.23,1,0,0.9,0,0,1,1
9,18,69.35,53.04,72.5,61.26,65.5,74.57,1,0.24,1,0,0.9,0,0,1,1
9,18,69.19,53.04,72.5,61.27,65.46,74.51,1,0.24,1,0,0.9,0,0,1,1
9,18,69.02,53.04,72.5,61.26,65.36,74.47,1,0.25,1,0,0.9,0,0,1,1
9,18,68.85,53.04,72.5,61.26,65.28,74.41,1,0.25,1,0,0.9,0,0,1,1
9,18,68.69,53.04,72.5,61.31,65.25,74.37,1,0.26,1,0,0.9,0,0,1,1
9,18,68.54,53.04,72.5,61.29,65.21,74.33,1,0.26,1,0,0.9,0,0,1,1
9,18,68.38,53.04,72.5,61.36,65.18,74.26,1,0.27,1,0,0.9,0,0,1,1
9,18,68.24,53.04,72.5,61.31,65.12,74.21,1,0.27,1,0,0.9,0,0,1,1
9,18,68.1,53.04,72.5,61.4,65.09,74.14,1,0.28,1,0,0.9,0,0,1,1
9,18,67.96,53.04,72.5,61.43,65.09,74.08,1,0.28,1,0,0.9,0,0,1,1
9,18,67.84,53.04,72.5,61.37,65.05,74.02,1,0.29,1,0,0.9,0,0,1,1
9,18,67.72,53.04,72.5,61.4,65.03,73.96,1,0.29,1,0,0.9,0,0,1,1
9,18,67.61,53.04,72.5,61.4,64.97,73.89,1,0.29,1,0,0.9,0,0,1,1
9,18,67.49,53.04,72.5,61.44,64.9,73.84,1,0.29,1,0,0.9,0,0,1,1
9,18,67.4,53.04,72.5,61.37,64.84,73.76,1,0.29,1,0,0.9,0,0,1,1
9,18,67.3,53.04,72.5,61.42,64.83,73.7,1,0.3,1,0,0.9,0,0,1,1
9,18,67.21,53.04,72.5,61.52,64.81,73.62,1,0.3,1,0,0.9,0,0,1,1
9,18,67.12,53.04,72.5,61.43,64.82,73.57,1,0.3,1,0,0.9,0,0,1,1
9,18,67.03,53.04,72.5,61.48,64.77,73.5,1,0.3,1,0,0.9,0,0,1,1
9,18,66.95,53.04,72.5,61.46,64.73,73.44,1,0.31,1,0,0.9,0,0,1,1
9,18,66.87,53.04,72.5,61.46,64.7,73.37,1,0.31,1,0,0.9,0,0,1,1
9,18,66.81,53.04,72.5,61.53,64.68,73.33,1,0.31,1,0,0.9,0,0,1,1
9,18,66.75,53.04,72.5,61.58,64.71,73.28,1,0.31,1,0,0.9,0,0,1,1
9,18,66.68,53.04,72.5,61.57,64.66,73.23,1,0.31,1,0,0.9,0,0,1,1
9,18,66.63,53.04,72.5,61.43,64.67,73.18,1,0.31,1,0,0.9,0,0,1,1
9,18,66.57,53.04,72.5,61.55,64.67,73.15,1,0.32,1,0,0.9,0,0,1,1
9,18,66.51,53.04,72.5,61.62,64.64,73.11,1,0.32,1,0,0.9,0,0,1,1
9,18,66.47,53.04,72.5,61.64,64.62,73.07,1,0.31,1,0,0.9,0,0,1,1
9,18,66.41,53.04,72.5,61.72,64.6,73.02,1,0.32,1,0,0.9,0,0,1,1
9,18,66.37,53.04,72.5,61.65,64.57,72.97,1,0.32,1,0,0.9,0,0,1,1
9,18,66.33,53.04,72.5,61.58,64.56,72.95,1,0.32,1,0,0.9,0,0,1,1
9,18,66.28,53.04,72.5,61.58,64.51,72.93,1,0.32,1,0,0.9,0,0,1,1
9,18,66.25,53.04,72.5,61.56,64.48,72.9,1,0.32,1,0,0.9,0,0,1,1
9,18,66.19,53.04,72.5,61.56,64.47,72.86,1,0.32,1,0,0.9,0,0,1,1
9,18,66.16,53.04,72.5,61.55,64.46,72.83,1,0.32,1,0,0.9,0,0,1,1
9,18,66.13,53.04,72.5,61.59,64.47,72.8,1,0.33,1,0,0.9,0,0,1,1
9,18,66.09,53.04,72.5,61.56,64.42,72.77,1,0.33,1,0,0.9,0,0,1,1
9,18,66.05,53.04,72.5,61.41,64.35,72.73,1,0.32,1,0,0.9,0,0,1,1
9,18,66.01,53.04,72.5,61.47,64.33,72.7,1,0.33,1,0,0.9,0,0,1,1
9,18,65.98,53.04,72.5,61.62,64.34,72.68,1,0.33,1,0,0.9,0,0,1,1
9,18,65.94,53.04,72.5,61.49,64.31,72.66,1,0.33,1,0,0.9,0,0,1,1
9,18,65.91,53.04,72.5,61.49,64.3,72.65,1,0.33,1,0,0.9,0,0,1,1
9,18,65.87,53.04,72.5,61.46,64.28,72.62,1,0.33,1,0,0.9,0,0,1,1
9,18,65.84,53.04,72.5,61.46,64.28,72.6,1,0.33,1,0,0.9,0,0,1,1
9,18,65.81,53.04,72.5,61.52,64.28,72.59,1,0.33,1,0,0.9,0,0,1,1
9,18,65.78,53.04,72.5,61.42,64.25,72.57,1,0.32,1,0,0.9,0,0,1,1
9,18,65.75,53.04,72.5,61.39,64.2,72.55,1,0.33,1,0,0.9,0,0,1,1
9,18,65.73,53.04,72.5,61.37,64.18,72.53,1,0.33,1,0,0.9,0,0,1,1
9,18,65.69,53.04,72.5,61.28,64.13,72.51,1,0.33,1,0,0.9,0,0,1,1
9,18,65.67,53.04,72.5,61.3,64.14,72.48,1,0.32,1,0,0.9,0,0,1,1
9,18,65.64,53.04,72.5,61.3,64.08,72.47,1,0.32,1,0,0.9,0,0,1,1
9,18,65.6,53.04,72.5,61.32,64.15,72.45,1,0.32,1,0,0.9,0,0,1,1
9,18,65.58,53.04,72.5,61.44,64.15,72.45,1,0.32,1,0,0.9,0,0,1,1
9,18,65.57,53.04,72.5,61.44,64.18,72.45,1,0.33,1,0,0.9,0,0,1,1
9,18,65.55,53.04,72.5,61.47,64.21,72.44,1,0.32,1,0,0.9,0,0,1,1
9,18,65.53,53.04,72.5,61.48,64.18,72.43,1,0.33,1,0,0.9,0,0,1,1
9,18,65.51,53.04,72.5,61.57,64.21,72.42,1,0.32,1,0,0.9,0,0,1,1
9,18,65.49,53.04,72.5,61.5,64.18,72.41,1,0.32,1,0,0.9,0,0,1,1
9,18,65.48,53.04,72.5,61.49,64.13,72.41,1,0.32,1,0,0.9,0,0,1,1
9,18,65.46,53.04,72.5,61.35,64.12,72.41,1,0.32,1,0,0.9,0,0,1,1
9,18,65.45,53.04,72.5,61.35,64.12,72.4,1,0.32,1,0,0.9,0,0,1,1
9,18,65.43,53.04,72.5,61.44,64.15,72.38,1,0.32,1,0,0.9,0,0,1,1
9,18,65.43,53.04,72.5,61.43,64.17,72.38,1,0.32,1,0,0.9,0,0,1,1
9,18,65.41,53.04,72.5,61.67,64.18,72.38,1,0.32,1,0,0.9,0,0,1,1
9,18,65.41,53.04,72.5,61.43,64.14,72.38,1,0.32,1,0,0.9,0,0,1,1
9,18,65.4,53.04,72.5,61.48,64.17,72.37,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,61.56,64.17,72.37,1,0.32,1,0,0.9,0,0,1,1
9,18,65.37,53.04,72.5,61.65,64.22,72.36,1,0.32,1,0,0.9,0,0,1,1
9,18,65.37,53.04,72.5,61.94,64.24,72.35,1,0.32,1,0,0.9,0,0,1,1
9,18,65.36,53.04,72.5,61.91,64.28,72.35,1,0.32,1,0,0.9,0,0,1,1
9,18,65.36,53.04,72.5,62.11,64.34,72.33,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,62.26,64.36,72.33,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,62.23,64.38,72.32,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,62.32,64.34,72.32,1,0.32,1,0,0.9,0,0,1,1
9,18,65.37,53.04,72.5,61.91,64.26,72.33,1,0.32,1,0,0.9,0,0,1,1
9,18,65.37,53.04,72.5,61.94,64.18,72.36,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,61.95,64.25,72.47,1,0.32,1,0,0.9,0,0,1,1
9,18,65.36,53.04,72.5,62.12,64.34,72.68,1,0.32,1,0,0.9,0,0,1,1
9,18,65.38,53.04,72.5,62.32,64.42,72.91,1,0.32,1,0,0.9,0,0,1,1
9,18,65.39,53.04,72.5,62.3,64.5,73.17,1,0.33,1,0,0.9,0,0,1,1
9,18,65.4,53.04,72.5,62.58,64.61,73.42,1,0.33,1,0,0.9,0,0,1,1
9,18,65.43,53.04,72.5,62.6,64.62,73.65,1,0.34,1,0,0.9,0,0,1,1
9,18,65.45,53.04,72.5,62.56,64.65,73.9,1,0.34,1,0,0.9,0,0,1,1
9,18,65.47,53.04,72.5,62.62,64.65,74.13,1,0.35,1,0,0.9,0,0,1,1
9,18,65.49,53.04,72.5,62.38,64.59,74.34,1,0.36,1,0,0.9,0,0,1,1
9,18,65.51,53.04,72.5,62.33,64.58,74.53,1,0.36,1,0,0.9,0,0,1,1
9,18,65.54,53.04,72.5,62.25,64.65,74.66,1,0.37,1,0,0.9,0,0,1,1
9,18,65.57,53.04,72.5,62.51,64.72,74.74,1,0.38,1,0,0.9,0,0,1,1
9,18,65.58,53.04,72.5,62.32,64.67,74.83,1,0.38,1,0,0.9,0,0,1,1
9,18,65.61,53.04,72.5,62.36,64.76,74.87,1,0.39,1,0,0.9,0,0,1,1
9,18,65.65,53.04,72.5,62.5,64.78,74.91,1,0.4,1,0,0.9,0,0,1,1
9,18,65.67,53.04,72.5,62.49,64.82,74.96,1,0.4,1,0,0.9,0,0,1,1
9,18,65.7,53.04,72.5,62.5,64.85,74.99,1,0.41,1,0,0.9,0,0,1,1
9,18,65.74,53.04,72.5,62.77,64.94,75.01,1,0.41,1,0,0.9,0,0,1,1
9,18,65.78,53.04,72.5,62.94,65,75.04,1,0.41,1,0,0.9,0,0,1,1
9,18,65.8,53.04,72.5,63.1,65.04,75.09,1,0.42,1,0,0.9,0,0,1,1
9,18,65.84,53.04,72.5,62.96,64.98,75.1,1,0.42,1,0,0.9,0,0,1,1
9,18,65.86,53.04,72.5,62.78,64.97,75.08,1,0.43,1,0,0.9,0,0,1,1
9,18,65.89,53.04,72.5,62.8,65.03,75.06,1,0.43,1,0,0.9,0,0,1,1
9,18,65.92,53.04,72.5,62.87,65.03,75.06,1,0.44,1,0,0.9,0,0,1,1
9,18,65.96,53.04,72.5,62.66,65.04,75.06,1,0.44,1,0,0.9,0,0,1,1
9,18,65.99,53.04,72.5,62.85,65.09,75.04,1,0.44,1,0,0.9,0,0,1,1
9,18,66.02,53.04,72.5,62.89,65.06,75.01,1,0.45,1,0,0.9,0,0,1,1
9,18,66.04,53.04,72.5,62.79,65.05,74.98,1,0.45,1,0,0.9,0,0,1,1
9,18,66.06,53.04,72.5,62.79,65.07,74.96,1,0.45,1,0,0.9,0,0,1,1
9,18,66.09,53.04,72.5,62.83,65.12,74.96,1,0.46,1,0,0.9,0,0,1,1
9,18,66.11,53.04,72.5,63.08,65.22,74.92,1,0.45,1,0,0.9,0,0,1,1
9,18,66.14,53.04,72.5,63.26,65.26,74.91,1,0.46,1,0,0.9,0,0,1,1
9,18,66.19,53.04,72.5,63.15,65.29,74.89,1,0.46,1,0,0.9,0,0,1,1
9,18,66.21,53.04,72.5,63.2,65.31,74.88,1,0.46,1,0,0.9,0,0,1,1
9,18,66.25,53.04,72.5,63.2,65.33,74.86,1,0.47,1,0,0.9,0,0,1,1
9,18,66.28,53.04,72.5,63.26,65.36,74.85,1,0.47,1,0,0.9,0,0,1,1
9,18,66.33,53.04,72.5,63.36,65.41,74.86,1,0.47,1,0,0.9,0,0,1,1
9,18,66.35,53.04,72.5,63.23,65.39,74.83,1,0.47,1,0,0.9,0,0,1,1
9,18,66.38,53.04,72.5,63.2,65.37,74.81,1,0.47,1,0,0.9,0,0,1,1
9,18,66.41,53.04,72.5,63.24,65.43,74.82,1,0.48,1,0,0.9,0,0,1,1
9,18,66.45,53.04,72.5,63.29,65.48,74.87,1,0.48,1,0,0.9,0,0,1,1
9,18,66.48,53.04,72.5,63.34,65.53,74.91,1,0.48,1,0,0.9,0,0,1,1
9,18,66.52,53.04,72.5,63.37,65.59,74.94,1,0.48,1,0,0.9,0,0,1,1
9,18,66.56,53.04,72.5,63.54,65.65,74.97,1,0.49,1,0,0.9,0,0,1,1
9,18,66.6,53.04,72.5,63.56,65.67,74.99,1,0.49,1,0,0.9,0,0,1,1
9,18,66.64,53.04,72.5,63.51,65.71,75.03,1,0.49,1,0,0.9,0,0,1,1
9,18,66.67,53.04,72.5,63.68,65.7,75.03,1,0.5,1,0,0.9,0,0,1,1
9,18,66.71,53.04,72.5,63.53,65.69,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,66.74,53.04,72.29,63.49,65.71,75.09,1,0.5,1,0,0.9,0,0,1,1
9,18,66.78,53.04,72.34,63.53,65.76,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,66.81,53.04,72.33,63.85,65.83,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,66.84,53.04,72.32,63.78,65.86,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,66.87,53.04,71.85,63.77,65.84,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,66.9,53.04,71.85,63.61,65.81,75.1,1,0.5,1,0,0.9,0,0,1,1
9,18,66.92,53.04,71.65,63.55,65.81,75.11,1,0.5,1,0,0.9,0,0,1,1
9,18,66.95,53.04,71.55,63.7,65.85,75.11,1,0.5,1,0,0.9,0,0,1,1
9,18,66.97,53.04,71.36,63.64,65.85,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,66.98,53.04,71.27,63.76,65.87,75.04,1,0.5,1,0,0.9,0,0,1,1
9,18,67.01,53.04,71.12,63.84,65.96,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.04,53.04,71.25,64.1,66.01,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.06,53.04,71.02,63.91,66.02,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.09,53.04,70.73,64,66.1,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.11,53.04,70.71,64.19,66.09,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.15,53.04,70.71,64.1,66.17,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.18,53.04,70.57,64.05,66.2,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.21,53.04,70.46,64.02,66.16,75.1,1,0.5,1,0,0.9,0,0,1,1
9,18,67.25,53.04,70.3,63.97,66.18,75.1,1,0.5,1,0,0.9,0,0,1,1
9,18,67.27,53.04,70.11,63.99,66.2,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.29,53.04,70.2,63.94,66.19,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.31,53.04,70.18,63.87,66.18,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.32,53.04,70.19,63.85,66.15,75.04,1,0.5,1,0,0.9,0,0,1,1
9,18,67.34,53.04,70.03,63.89,66.17,75.05,1,0.5,1,0,0.9,0,0,1,1
9,18,67.35,53.04,69.84,63.81,66.11,75.05,1,0.5,1,0,0.9,0,0,1,1
9,18,67.35,53.04,69.62,63.89,66.13,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.37,53.04,69.68,63.99,66.17,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.38,53.04,69.54,64.08,66.22,75.04,1,0.5,1,0,0.9,0,0,1,1
9,18,67.39,53.04,69.52,64.22,66.27,75.05,1,0.5,1,0,0.9,0,0,1,1
9,18,67.41,53.04,69.28,64.14,66.26,75.05,1,0.5,1,0,0.9,0,0,1,1
9,18,67.43,53.04,69.37,63.96,66.21,75.05,1,0.5,1,0,0.9,0,0,1,1
9,18,67.44,53.04,69.04,63.93,66.27,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.45,53.04,69.22,64.08,66.31,75.06,1,0.5,1,0,0.9,0,0,1,1
9,18,67.46,53.04,68.86,63.99,66.21,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.46,53.04,69.06,63.63,66.11,75.03,1,0.5,1,0,0.9,0,0,1,1
9,18,67.46,53.04,68.74,63.58,66.04,75.02,1,0.5,1,0,0.9,0,0,1,1
9,18,67.44,53.04,68.64,63.47,66.01,75.01,1,0.5,1,0,0.9,0,0,1,1
9,18,67.42,53.04,68.37,63.33,65.95,75.01,1,0.5,1,0,0.9,0,0,1,1
9,18,67.4,53.04,68.37,63.38,65.92,75.01,1,0.5,1,0,0.9,0,0,1,1
9,18,67.38,53.04,68.4,63.36,65.92,74.99,1,0.5,1,0,0.9,0,0,1,1
9,18,67.36,53.04,68.02,63.36,65.9,75.03,1,0.5,1,0,0.9,0,0,1,1
9,18,67.33,53.04,67.91,63.37,65.89,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.31,53.04,67.86,63.46,65.9,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.3,53.04,67.57,63.37,65.84,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.27,53.04,67.56,63.15,65.81,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.27,53.04,67.37,63.28,65.78,75.08,1,0.5,1,0,0.9,0,0,1,1
9,18,67.24,53.04,67.42,63.16,65.77,75.07,1,0.5,1,0,0.9,0,0,1,1
9,18,67.21,53.04,67.1,63.11,65.75,75.06,1,0.5,1,0,0.9,0.01,0,1,1
9,18,67.2,53.04,67.09,63.17,65.7,75.01,1,0.5,1,0,0.9,0.01,0,1,1
9,18,67.19,53.04,66.87,63.05,65.73,75.01,1,0.5,1,0,0.9,0.02,0,1,1
9,18,67.17,53.04,66.95,63.43,65.8,75.03,1,0.5,1,0,0.9,0.02,0,1,1
9,18,67.16,53.04,66.5,63.57,65.84,75.04,1,0.5,1,0,0.9,0.03,0,1,1
9,18,67.15,53.04,66.52,63.63,65.86,75.03,1,0.5,1,0,0.9,0.04,0,1,1
9,18,67.16,53.04,66.42,63.61,65.86,75.05,1,0.5,1,0,0.9,0.04,0,1,1
9,18,67.15,53.04,66.36,63.54,65.88,75.05,1,0.5,1,0,0.9,0.05,0,1,1
9,18,67.16,53.04,66.03,63.54,65.9,75.07,1,0.5,1,0,0.9,0.05,0,1,1
9,18,67.16,53.04,66.23,63.53,65.89,75.1,1,0.5,1,0,0.9,0.06,0,1,1
9,18,67.16,53.04,65.91,63.33,65.84,75.09,1,0.5,1,0,0.9,0.07,0,1,1
9,18,67.17,53.04,65.77,63.32,65.77,75.08,1,0.5,1,0,0.9,0.07,0,1,1
9,18,67.15,53.04,65.81,63.03,65.77,75.1,1,0.5,1,0,0.9,0.08,0,1,1
9,18,67.15,53.04,65.57,63.24,65.8,75.11,1,0.5,1,0,0.9,0.09,0,1,1
9,18,67.15,53.04,65.3,63.43,65.82,75.08,1,0.5,1,0,0.9,0.1,0,1,1
9,18,67.14,53.04,65.37,63.43,65.8,75.04,1,0.5,1,0,0.9,0.1,0,1,1
9,18,67.14,53.04,65.25,63.53,65.76,75.02,1,0.5,1,0,0.9,0.11,0,1,1
9,18,67.14,53.04,65.13,63.17,65.75,75.04,1,0.5,1,0,0.9,0.12,0,1,1
9,18,67.13,53.04,64.92,63.23,65.79,75.02,1,0.5,1,0,0.9,0.13,0,1,1
9,18,67.13,53.04,64.71,63.46,65.82,74.99,1,0.5,1,0,0.9,0.14,0,1,1
